# Bornomala Bangla phonetic-key index: ambiguity-collapsed key -> Bangla words.
# Generated by scripts/gen_bn_phonetic.py from bn_frequency.txt; do not hand-edit.
# The key algorithm is BanglaPhoneticKey.banglaKey; BanglaPhoneticKeyTest re-derives
# every line below with the Kotlin implementation so the two cannot drift.
a	আ আঃ
sekate	শেখাতে
sekay	শেখায়
sekend	সেকেন্ড
sekende	সেকেন্ডে
sekender	সেকেন্ডের
seketre	সেক্ষেত্রে
sekr	শেখর শেকড়
sekrer	শেখরের
sekretari	সেক্রেটারি
seks	সেক্স
seksetre	সেক্ষেত্রে
seksi	সেক্সি
seksn	সেকশন
sektr	সেক্টর
sel	সেল
selai	সেলাই
sele	সেলে
selim	সেলিম
selin	সেলিন
selki	সেলকি
selpn	সেলফোন
sena	সেনা
senabahini	সেনাবাহিনী
senabahinir	সেনাবাহিনীর
senabahinite	সেনাবাহিনীতে
senader	সেনাদের
senadl	সেনাদল
senapti	সেনাপতি
senetr	সেনেটর
sens	সেন্স
sensr	সেন্সর
sent	সেন্ট
sentar	সেন্টার
sentare	সেন্টারে
sentinel	সেন্টিনেল
sentral	সেন্ট্রাল
sep	শেফ
seper	শেফের
septembr	সেপ্টেম্বর
septi	সেফটি
sera	সেরা
serata	সেরাটা
sere	সেরে
seribr	সেরিব্রো
serip	শেরিফ
serkm	সেরকম
serkmi	সেরকমই
ses	শেষ অশেষ
sesb	সেসব
sesbar	শেষবার
sesbarer	শেষবারের
sese	শেষে
seser	শেষের
seskrity	শেষকৃত্য
sesmes	শেষমেশ
sesprynt	শেষপর্যন্ত
sesta	শেষটা
set	সেট সেথ সেতো
seta	সেটা সেটাও
setai	সেটাই
setake	সেটাকে
setar	সেটার
setate	সেটাতে
setay	সেটায়
seter	সেটের
seti	সেটি
seting	সেটিং
setings	সেটিংস
setu	সেথু সেতু
seyar	শেয়ার
sh	সহ
shag	সোহাগ
shanubuti	সহানুভূতি
shay	অসহায় সহায়
shayta	সহায়তা
shcr	সহচর
shel	সোহেল
shid	শহীদ
shisnuta	সহিষ্ণুতা
shit	সহিত
shj	সহজ
shjbabe	সহজভাবে
shje	সহজে
shjei	সহজেই
shjgi	সহযোগী
shjgita	সহযোগিতা
shjgitay	সহযোগিতায়
shkare	সহকারে
shkari	সহকারী
shkrmi	সহকর্মী
shkrmider	সহকর্মীদের
shr	শহর
shrbasi	শহরবাসী
shre	শহরে
shrei	শহরেই
shrer	শহরের
shrke	শহরকে
shrta	শহরটা
shy	সহ্য অসহ্য
si	সই সি শি
siaie	সিআইএ
sibam	শিভাম
sibil	সিভিল
sice	সইছে
sid	সিড সিদ্ধ
sidant	সিদ্ধান্ত সিধান্ত
sidante	সিদ্ধান্তে
sidanter	সিদ্ধান্তের
sidantta	সিদ্ধান্তটা
sidart	সিদ্ধার্থ
sidarter	সিদ্ধার্থের
sidni	সিডনি
sigaret	সিগারেট
sigareter	সিগারেটের
signal	সিগনাল
signyal	সিগন্যাল
signyaler	সিগন্যালের
sigri	শীঘ্রই
sijar	সিজার
sik	শিখ শিক
sika	শিক্ষা শিখা শিখাও
sikag	শিকাগো
sikar	শিকার শিখার শিক্ষার
sikare	শিকারে
sikarer	শিকারের
sikari	শিকারী শিকারি
sikarti	শিক্ষার্থী
sikartider	শিক্ষার্থীদের
sikate	শিখাতে
sikbe	শিখবে
sike	শিখে
sikec	শিখেছ
sikece	শিখেছে
sikeci	শিখেছি
sikecilam	শিখেছিলাম
sikika	শিক্ষিকা
sikit	শিক্ষিত
sikiuriti	সিকিউরিটি
sikiuritir	সিকিউরিটির
sikiye	শিখিয়ে
sikiyece	শিখিয়েছে
sikiyecen	শিখিয়েছেন
sikk	শিক্ষক
sikl	শিকল
sikle	শিখলে
sikret	সিক্রেট
sikrets	সিক্রেটস
siks	সিক্স
siksa	শিক্ষা
siksar	শিক্ষার
siksarti	শিক্ষার্থী
siksartider	শিক্ষার্থীদের
siksika	শিক্ষিকা
siksit	শিক্ষিত
siksk	শিক্ষক
sikt	সৈকত
sikte	শিখতে সৈকতে
sil	সীল সিল
sila	শিলা
silbar	সিলভার
sild	শিল্ড
silk	সিল্ক
silp	শিল্প
silpa	শিল্পা
silpar	শিল্পার
silpi	শিল্পী
silpider	শিল্পীদের
sim	অসীম শিম সিম
sima	সীমা
simabd	সীমাবদ্ধ
simahin	সীমাহীন
simana	সীমানা
simanar	সীমানার
simanay	সীমানায়
simant	সীমান্ত
simar	সীমার
simareka	সীমারেখা
simay	সীমায়
simba	সিমবা
simit	সীমিত
simul	শিমুল
sin	সিন
sindarela	সিন্ডারেলা
sindiket	সিন্ডিকেট
sindiketer	সিন্ডিকেটের
sindlar	শিন্ডলার
sindlarer	শিন্ডলারের
sinduk	সিন্দুক
sinduker	সিন্দুকের
sindukta	সিন্দুকটা
sinema	সিনেমা
sinemar	সিনেমার
sinemay	সিনেমায়
sinetr	সিনেটর
sing	সিং শিং
singh	সিংহ
singhasn	সিংহাসন
singhasne	সিংহাসনে
singhasner	সিংহাসনের
singher	সিংহের
sinik	সৈনিক
siniyr	সিনিয়র
siny	সৈন্য
sinybahini	সৈন্যবাহিনী
sinyder	সৈন্যদের
sinydl	সৈন্যদল
sinyra	সৈন্যরা
sip	শিপ
sipahi	সিপাহী
sipe	শিপে
siper	শিপের
sipt	শিফট
sir	শিওর
siram	সিরাম
siray	শিরায়
siri	সিঁড়ি সিড়ি
sirir	সিঁড়ির
sirite	সিঁড়িতে
siriyal	সিরিয়াল
siriyas	সিরিয়াস
siriyasli	সিরিয়াসলি
sirnam	শিরোনাম
sirs	শীর্ষ
sis	শিস
sisb	শৈশব
sisber	শৈশবের
sisitibi	সিসিটিভি
sistar	সিস্টার
sistem	সিস্টেম
sisteme	সিস্টেমে
sistemer	সিস্টেমের
sistemta	সিস্টেমটা
sisu	শিশু
sisuder	শিশুদের
sisuke	শিশুকে
sisur	শিশুর
sisura	শিশুরা
sisy	শিষ্য
sit	সিট শিট শীত সীট
sitbelt	সিটবেল্ট
site	সিটে সইতে শীতে
siter	শীতের
siti	সিটি
sitir	সিটির
sitite	সিটিতে
sitkal	শীতকাল
sitl	শীতল
siur	সিউর শিউর
siyars	সিয়ার্সো
siyera	সিয়েরা
sja	সোজা
sjag	সজাগ
sjasuji	সোজাসুজি
sjit	সজ্জিত
sjn	সজ্জন
sk	শক শখ শোক অশোক
skainet	স্কাইনেট
skaineter	স্কাইনেটের
skal	সকাল
skale	সকালে
skalei	সকালেই
skaler	সকালের
skar	অস্কার স্কার
skarlet	স্কারলেট
skc	স্কচ
ski	স্কি
skinar	স্কিনার
skipar	স্কিপার
skl	সকল
skle	সকলে
sklei	সকলেই
skler	সকলের
sklke	সকলকে
skm	সক্ষম
skr	স্কোর
skriy	সক্রিয়
skriya	শোকরিয়া
skru	স্ক্রু
skruj	স্ক্রুজ
sksm	সক্ষম
skt	শক্ত স্কট
skti	শক্তি
sktike	শক্তিকে
sktiman	শক্তিমান
sktir	শক্তির
sktisali	শক্তিশালী
sktite	শক্তিতে
sktlyand	স্কটল্যান্ড
sktlyander	স্কটল্যান্ডের
skul	স্কুল
skule	স্কুলে
skuler	স্কুলের
skutar	স্কুটার
skyabars	স্ক্যাবারস
skyad	স্কোয়াড
skyan	স্ক্যান
skyanar	স্ক্যানার
sl	স্লো
slaid	স্লাইড
slidarin	স্লিদারিন
slidariner	স্লিদারিনের
slip	স্লিপ
sliping	স্লিপিং
slj	সোলোজো
sljar	সোলজার
slmn	সলোমন
smadan	সমাধান
smadaner	সমাধানের
smadi	সমাধি
smahit	সমাহিত
smaj	সমাজ
smaje	সমাজে
smajer	সমাজের
smalcna	সমালোচনা
sman	সম্মান সমান অসম্মান ওসমান
smanbabe	সমানভাবে
smane	সম্মানে
smaner	সম্মানের
smani	সম্মানী
smanit	সম্মানিত
smapt	সমাপ্ত অসমাপ্ত
smapti	সমাপ্তি
smarset	সমারসেটঃ সমারসেট
smart	স্মার্ট
smbabna	সম্ভাবনা
smbabnamy	সম্ভাবনাময়
smbabnar	সম্ভাবনার
smbaby	সম্ভাব্য
smbar	সোমবার
smbasn	সম্ভাষণ
smbb	সম্ভব অসম্ভব
smbbke	অসম্ভবকে
smbbt	সম্ভবত
smbedna	সমবেদনা
smbl	সম্বল
smbnde	সম্বন্ধে
smbu	শম্ভু
smet	সমেত
smgr	সমগ্র
smikrn	সমীকরণ
smipbrti	সমীপবর্তী
smit	স্মিথ
smjta	সমঝোতা
smkami	সমকামী
smkk	সমকক্ষ
smkks	সমকক্ষ
smpadna	সম্পাদনা সম্পাদনাঃ
smpd	সম্পদ
smpder	সম্পদের
smpn	সম্পন্ন
smprcar	সম্প্রচার
smprikt	সম্পৃক্ত
smprk	সম্পর্ক
smprke	সম্পর্কে
smprker	সম্পর্কের
smprkit	সম্পর্কিত
smprti	সম্প্রতি
smpti	সম্পত্তি
smptir	সম্পত্তির
smpurn	সম্পূর্ণ সম্পুর্ন অসম্পূর্ণ
smpurnbabe	সম্পূর্ণভাবে
smpurnrupe	সম্পূর্ণরূপে
smrat	সম্রাট
smrid	সমৃদ্ধ
smriti	স্মৃতি
smritigul	স্মৃতিগুলো
smritii	স্মৃতিই
smritir	স্মৃতির
smritiskti	স্মৃতিশক্তি
smritite	স্মৃতিতে
smrn	স্মরণ
smrniy	স্মরণীয়
smrtk	সমর্থক
smrtn	সমর্থন
smst	সমস্ত
smsya	সমস্যা
smsyai	সমস্যাই
smsyar	সমস্যার
smsyata	সমস্যাটা
smsyay	সমস্যায়
smt	সম্মত
smti	সম্মতি
smudr	সমুদ্র
smudre	সমুদ্রে
smudrer	সমুদ্রের
smukin	সম্মুখীন
smy	সময় সময়ও
smye	সময়ে অসময়ে
smyei	সময়েই
smyer	সময়ের
smyi	সময়ই
smyke	সময়কে
smymt	সময়মত
smyta	সময়টা
smytate	সময়টাতে
sn	শোন শোনো শন স্নো
sna	সোনা শোনা শোনাও
snabe	শোনাবে
snace	শোনাচ্ছে
snai	শোনাই
snaipar	স্নাইপার
snakt	সনাক্ত শনাক্ত
snali	সোনালী সোনালি
snamni	সোনামণি সোনামনি
snan	স্নান
snar	সোনার শোনার
snata	সোনাটা
snatk	স্নাতক
sncy	সঞ্চয়
sndan	সন্ধান
sndane	সন্ধানে
sndeh	সন্দেহ
sndehbajn	সন্দেহভাজন
sndeher	সন্দেহের
sndehjnk	সন্দেহজনক
snden	স্নোডেন
sndi	সন্ধি
sndya	সন্ধ্যা
sndyar	সন্ধ্যার
sndyay	সন্ধ্যায়
sne	শোনে
sneh	স্নেহ
sneip	স্নেইপ
snen	শোনেন
sng	সঙ্গ
sngbad	সংবাদ
snge	সঙ্গে
sngei	সঙ্গেই
sngi	সঙ্গী
sngider	সঙ্গীদের
sngira	সঙ্গীরা
sngit	সঙ্গীত
sngjg	সংযোগ
sngjukt	সংযুক্ত
sngjukti	সংযুক্তি
sngkepe	সংক্ষেপে
sngket	সংকেত
sngketer	সংকেতের
sngkipt	সংক্ষিপ্ত
sngkrant	সংক্রান্ত
sngkrmit	সংক্রমিত
sngksepe	সংক্ষেপে
sngksipt	সংক্ষিপ্ত
sngky	অসংখ্য
sngkya	সংখ্যা
sngkyagul	সংখ্যাগুলো
sngkyar	সংখ্যার
sngkyata	সংখ্যাটা
sngkyay	সংখ্যায়
sngkyk	সংখ্যক
snglap	সংলাপ
sngram	সংগ্রাম
sngrh	সংগ্রহ
sngrher	সংগ্রহের
sngrkit	সংরক্ষিত
sngrkn	সংরক্ষণ
sngrksit	সংরক্ষিত
